Element,h_index,g_index,m_index,TC,NP,PY_start
PICHORIM M,1,1,0.2,6,1,2019
PIERCE D,1,1,0.333,4,1,2021
PIERCE NE,1,1,0.5,1,1,2022
PINE WE,1,1,0.25,24,1,2020
PINHEIRO MS,1,1,0.25,20,1,2020
PIQUER-RODRIGUEZ M,1,1,0.25,16,1,2020
PIRY S,1,1,0.111,36,1,2015
PISANU B,1,1,0.333,5,1,2021
PITMAN J,1,1,0.125,17,1,2016
PITMAN RT,1,1,0.333,6,1,2021
PIZZIO E,1,1,0.5,1,1,2022
PLATTNER M,1,1,0.091,102,1,2013
PLUMIER E,1,1,0.5,1,1,2022
POLEY LG,1,1,0.167,4,1,2018
POLLOCK KH,1,1,0.111,10,1,2015
PONCIANO JM,1,1,0.167,22,1,2018
POP MI,1,1,0.143,13,1,2017
PORTISS R,1,1,0.167,9,1,2018
POSSINGHAM HP,1,1,0.048,539,1,2003
POST VAN DER BURG M,1,1,0.077,10,1,2011
POTTER DS,1,1,0.25,4,1,2020
POWELL GVN,1,1,0.111,113,1,2015
POWELL LA,1,1,0.1,9,1,2014
POWNEY GD,1,1,0.167,30,1,2018
PRABHU M,1,1,0.25,3,1,2020
PRANGE S,1,1,0.167,11,1,2018
PRAVEEN J,1,1,0.5,1,1,2022
PREATONI DG,1,1,0.333,3,2,2021
PREMEAUX AR,1,1,0.25,2,1,2020
PRESCOTT GW,1,1,0.111,50,1,2015
PRESCOTT T,1,1,0.2,29,1,2019
PRESTON DL,1,1,0.5,1,1,2022
PREUSS TS,1,1,0.2,2,1,2019
PREVEDELLO JA,1,1,0.167,22,1,2018
PRICE SJ,1,1,0.25,8,1,2020
PRINGLE CM,1,1,0.167,15,1,2018
PRINS MD,1,1,0.2,48,1,2019
PRIOL P,1,1,0.1,21,1,2014
PROUST N,1,1,0.5,3,1,2022
PROWSE TAA,1,1,0.111,2,1,2015
PRUNIER F,1,1,0.2,48,1,2019
PRYKE JS,1,1,0.25,7,1,2020
PUENTE-ROLON AR,1,1,0.143,5,1,2017
PURWANDANA D,1,1,0.091,28,1,2013
PYWELL RF,1,1,0.125,269,1,2016
QUALLS CP,1,1,0.143,2,1,2017
QUAN RC,1,1,0.25,6,1,2020
QUIGLEY H,1,1,0.167,32,1,2018
QUINONES-GUERRERO A,1,1,0.2,26,1,2019
RABELO RM,1,1,0.2,12,1,2019
RADVAN M,1,1,0.5,1,1,2022
RAHMAN HA,1,1,0.333,5,1,2021
RAINBOLT RE,1,1,0.071,99,1,2010
RAMIERE J,1,1,0.1,21,1,2014
RAMIREZ-CRUZ GA,1,2,0.2,6,2,2019
RAMIREZ-PARADA T,1,1,0.25,5,1,2020
RANDALL G,1,1,0.5,1,1,2022
RANSOM JI,1,1,0.25,9,1,2020
RAPACCIUOLO G,1,1,0.143,13,1,2017
RAPPAPORT DI,1,1,0.25,13,1,2020
RATHORE D,1,1,0.333,3,1,2021
RAVESI MJ,1,1,0.167,27,1,2018
RAWSON BM,1,1,0.25,1,1,2020
RAY JC,1,1,0.167,4,1,2018
READ DS,1,1,0.2,27,1,2019
READING RP,1,1,0.143,7,1,2017
REED ET,1,1,0.5,2,1,2022
REED SE,1,1,0.1,32,1,2014
REICH BJ,1,1,0.143,5,1,2017
REICHMAN A,1,1,0.25,1,1,2020
REID J,1,1,0.125,34,1,2016
REID SM,1,1,0.143,12,1,2017
REIDY JL,1,1,0.125,17,1,2016
REIGADA C,1,1,0.167,3,1,2018
REINAGA A,1,1,0.25,1,1,2020
REINERS TE,1,1,0.167,10,1,2018
REN Y,1,1,0.1,17,1,2014
RENDALL AR,1,2,0.25,10,2,2020
RENNER SC,1,1,0.083,5,1,2012
REPPUCCI J,1,1,0.071,134,1,2010
RESH VH,1,1,0.143,13,1,2017
RIBEIRO JW,1,1,0.167,23,1,2018
RIBEIRO MC,1,1,0.143,14,1,2017
RICE KG,1,1,0.083,7,1,2012
RICE RA,1,1,0.5,2,1,2022
RICH M,1,1,0.167,11,1,2018
RICHARDSON LL,1,1,0.25,19,1,2020
RICHARDSON TW,1,1,0.125,35,1,2016
RICHTER SC,1,1,0.25,8,1,2020
RIDGWAY MS,1,1,0.167,13,1,2018
RIEGEL JK,1,1,0.125,20,1,2016
RIFFELL SK,1,1,0.167,8,1,2018
RILEY JW,1,1,0.143,27,1,2017
RILEY SPD,1,1,0.333,4,1,2021
RINEHART KA,1,1,0.067,10,1,2009
RIVAS LF,1,1,0.111,6,1,2015
RIVERA-MILAN FF,1,1,0.2,1,1,2019
RIVERO J,1,1,0.25,13,1,2020
ROACH MC,1,1,0.5,2,1,2022
ROACH NS,1,1,0.111,17,1,2015
ROBERTS AJ,1,1,0.25,1,1,2020
ROBERTS LJ,1,1,0.111,14,1,2015
ROBIN VV,1,1,0.25,4,1,2020
ROBINO F,1,1,0.5,1,1,2022
ROBINSON D,1,1,0.111,30,1,2015
ROBINSON N,1,1,0.167,32,1,2018
ROBINSON NP,1,1,0.143,68,1,2017
ROBLEDANO F,1,1,0.2,7,1,2019
ROBLES RV,1,1,0.333,1,1,2021
ROCHESTER CJ,1,1,0.333,4,1,2021
ROCHFORD M,1,1,0.083,7,1,2012
RODE B,1,1,0.143,12,1,2017
RODEL MO,1,2,0.333,6,2,2021
RODEWALD AD,1,1,0.143,2,1,2017
RODRIGUES FHG,1,1,0.25,7,1,2020
RODRIGUES TF,1,1,0.167,22,1,2018
RODRIGUEZ RM,1,1,0.2,41,1,2019
ROHDE AT,1,1,0.25,19,1,2020
ROHRBAUGH RW,1,1,0.143,2,1,2017
ROHRER J,1,1,0.25,9,1,2020
ROJAS-MURCIA LE,1,1,0.111,50,1,2015
ROLAND CA,1,1,0.091,44,1,2013
ROMANO A,1,2,0.25,11,2,2020
ROODBAL M,1,1,0.5,3,1,2022
RORABAUGH J,1,2,0.143,21,2,2017
ROSA G,1,1,0.5,1,2,2022
ROSA R,1,1,0.2,7,1,2019
ROSALINO LM,1,1,0.5,1,1,2022
ROSE JP,1,1,0.5,1,1,2022
ROSENBERG KV,1,1,0.143,2,1,2017
ROSENBERGER AE,1,1,0.125,26,1,2016
ROSENLUND H,1,1,0.125,18,1,2016
ROSENSTOCK SS,1,1,0.091,8,1,2013
ROSKAFT E,1,1,0.25,8,1,2020
ROSS BE,1,1,0.125,17,1,2016
ROSSMAN S,1,1,0.125,34,1,2016
ROTH T,1,1,0.071,13,1,2010
ROWE DB,1,1,0.111,13,1,2015
ROWE JC,1,2,0.2,14,2,2019
ROWINSKI P,1,1,0.5,1,1,2022
ROY C,1,1,0.5,2,1,2022
ROY DB,1,1,0.125,269,1,2016
ROZYLOWICZ L,1,1,0.2,7,1,2019
RUHL PJ,1,1,0.125,20,1,2016
RUIZ J,1,1,0.167,13,1,2018
RUSH SA,1,2,0.167,8,2,2018
RUSSELL RE,1,1,0.125,35,1,2016
RUSTIGIAN-ROMSOS HL,1,1,0.111,13,1,2015
RUTHRAUFF DR,1,1,0.167,4,1,2018
RUTLEDGE BA,1,1,0.167,3,1,2018
RYAN GE,1,1,0.2,1,1,2019
RYDER TB,1,1,0.5,2,1,2022
RYKKEN J,1,1,0.25,19,1,2020
SAENZ-ESCOBAR MF,1,1,0.2,5,1,2019
SAFFORD HD,1,1,0.125,35,1,2016
SALANT NL,1,1,0.111,30,1,2015
SALGUERO AJ,1,1,0.333,6,1,2021
SALTZ D,1,1,0.25,1,1,2020
SALVATORI M,1,1,0.5,1,1,2022
SALVI D,1,1,0.167,53,1,2018
SAMELIUS G,1,1,0.333,4,1,2021
SAMWAYS MJ,1,1,0.25,7,1,2020
SAN ED,1,1,0.2,9,1,2019
SANCHEZ A,1,1,0.111,50,1,2015
SANCHEZ-GONZALEZ LA,1,1,0.333,1,1,2021
SANCHEZ-LONDONO JD,1,1,0.2,11,1,2019
SANDERCOCK BK,1,1,0.5,1,1,2022
SANDERLIN JS,1,1,0.125,16,1,2016
SAPKOTA NS,1,1,0.25,4,1,2020
SARACCO JF,1,1,0.077,41,1,2011
SARASOLA JH,1,1,0.5,1,1,2022
SASHIKA M,1,1,0.5,2,1,2022
SATTERFIELD LC,1,1,0.143,12,1,2017
SAUDER JD,1,1,0.1,6,1,2014
SAUER EL,1,1,0.5,1,1,2022
SAUNDERS SP,1,2,0.125,34,2,2016
SAVRE T,1,1,0.143,4,1,2017
SAWANT S,1,1,0.333,1,1,2021
SAWYER SC,1,1,0.167,19,1,2018
SAYER CD,1,1,0.2,27,1,2019
SAYLOR CF,1,1,0.111,13,1,2015
SBERZE M,1,1,0.091,11,1,2013
SCALI S,1,1,0.167,53,1,2018
SCARI G,1,1,0.167,53,1,2018
SCHARFF N,1,1,0.2,19,1,2019
SCHAUB M,1,2,0.167,7,2,2018
SCHAUB R,1,1,0.1,6,1,2014
SCHERL D,1,1,0.167,27,1,2018
SCHLESINGER MD,1,1,0.091,12,1,2013
SCHMID H,1,1,0.059,129,1,2007
SCHMUTZ JA,1,2,0.111,9,2,2015
SCHREIER BM,1,1,0.25,4,1,2020
SCHULTZ AD,1,1,0.333,2,1,2021
SCHUMAN MJ,1,1,0.1,11,1,2014
SCHUMANN DA,1,1,0.25,4,1,2020
SCHUT K,1,1,0.2,1,1,2019
SCHUTTLER E,1,1,0.125,18,1,2016
SCHUTTLER SG,1,2,0.2,39,2,2019
SCHWALBE CR,1,1,0.111,68,1,2015
SCHWALM D,1,1,0.167,6,1,2018
SCHWEITZER SH,1,1,0.111,10,1,2015
SCOGNAMILLO DG,1,1,0.143,35,1,2017
SCRETI A,1,1,0.2,7,1,2019
SCROGGIE MP,1,1,0.167,7,1,2018
SCULLY AE,1,1,0.167,19,1,2018
SEAMANS ME,1,1,0.059,146,1,2007
SEARLE CE,1,1,0.5,3,1,2022
SEE K,1,1,0.1,83,1,2014
SEESHOLTZ AM,1,1,0.25,4,1,2020
SEKERCIOGLU CH,1,1,0.5,1,1,2022
SELEBATSO M,1,1,0.5,3,1,2022
SELONEN V,1,1,0.143,15,1,2017
SENO A,1,1,0.091,28,1,2013
SENZAKI M,1,1,0.111,25,1,2015
SEOANE J,1,1,0.5,1,1,2022
SEPPI R,1,1,0.125,10,1,2016
SERAFIM R,1,1,0.2,7,1,2019
SERAFINI V,1,1,0.167,10,1,2018
SETTLAGE RE,1,1,0.167,4,1,2018
SETZ EZF,1,1,0.143,14,1,2017
SEYRING M,1,1,0.333,17,1,2021
SHAKYA AW,1,1,0.25,4,1,2020
SHAMON H,1,1,0.25,1,1,2020
SHARIEF A,1,1,0.5,1,1,2022
SHARMA K,1,1,0.333,4,1,2021
SHARMA LK,1,1,0.5,1,1,2022
SHEFFIELD CS,1,1,0.25,19,1,2020
SHELDON F,1,1,0.091,18,1,2013
SHEPHERD B,1,1,0.167,30,1,2018
SHERRILL KR,1,1,0.167,6,1,2018
SHERRY TW,1,1,0.111,13,1,2015
SHERUB S,1,1,0.5,2,1,2022
SHIMOZURU M,1,1,0.5,2,1,2022
SHINDERMAN M,1,1,0.167,6,1,2018
SHORTALL CR,1,1,0.2,29,1,2019
SHRESTHA S,1,1,0.25,4,1,2020
SHUTE PW,1,1,0.111,13,1,2015
SIBIYA M,1,1,0.333,9,1,2021
SIGNER J,1,1,0.25,15,1,2020
SIITONEN J,1,1,0.25,1,1,2020
SIKORA A,1,1,0.091,1,1,2013
SIKUI J,1,2,0.333,6,2,2021
SILVA TL,1,1,0.333,2,1,2021
SILVA-ROCHA I,1,1,0.167,53,1,2018
SILVEIRA L,1,1,0.083,64,1,2012
SIMAL F,1,1,0.2,1,1,2019
SIMONS TR,1,1,0.111,10,1,2015
SIMPSON SJ,1,1,0.111,36,1,2015
SINGH H,1,1,0.5,1,1,2022
SINGH I,1,1,0.5,1,1,2022
SINGH R,1,1,0.25,9,1,2020
SINK K,1,1,0.125,6,1,2016
SIQUEIRA T,1,1,0.167,23,1,2018
SKERRATT LF,1,1,0.111,4,1,2015
SLABBERT R,1,1,0.125,5,1,2016
SLAUSON KM,1,1,0.111,13,1,2015
SMIT-ROBINSON H,1,1,0.2,6,1,2019
SMITH AB,1,1,0.333,12,1,2021
SMITH BJ,1,1,0.2,12,1,2019
SMITH DAE,1,1,0.167,23,1,2018
SMITH GD,1,1,0.333,4,1,2021
SMITH L,1,1,0.25,4,1,2020
SMITH MM,1,1,0.25,10,1,2020
SMITH YE,1,1,0.167,23,1,2018
SNALL T,1,1,0.25,1,1,2020
SOH MCK,1,1,0.333,1,1,2021
SOLANO-ZAVALETA I,1,1,0.2,5,1,2019
SOLIMINI A,1,1,0.2,7,1,2019
SORENSEN JA,1,1,0.143,20,1,2017
SOUTHEE FM,1,1,0.167,4,1,2018
SPARKS RA,1,2,0.25,9,2,2020
SPARROW D,1,1,0.2,48,1,2019
SPENCER J,1,1,0.167,9,1,2018
SPENCER WD,1,1,0.111,13,1,2015
SPENGLER T,1,1,0.333,17,1,2021
SPEZIA L,1,1,0.1,5,1,2014
SQUIRES JR,1,1,0.143,5,1,2017
SQUIRES MA,1,1,0.2,12,1,2019
SREDL MJ,1,1,0.5,1,1,2022
SREEKAR R,1,1,0.25,6,1,2020
SRIVASTAVA DS,1,1,0.5,1,1,2022
SRIVATHSA A,1,1,0.143,20,1,2017
STABACH JA,1,1,0.25,13,1,2020
STAMATION KA,1,1,0.167,7,1,2018
STANTON RA,1,1,0.333,9,1,2021
STEER MA,1,1,0.111,2,1,2015
STEIDL RJ,1,1,0.2,17,1,2019
STEIN A,1,1,0.5,3,1,2022
STEIN J,1,1,0.125,18,1,2016
STEINMETZ R,1,1,0.25,9,1,2020
STETZ JB,1,1,0.083,10,1,2012
STEVENSON DJ,1,1,0.143,15,1,2017
STEWART DR,1,1,0.125,9,1,2016
STEWART-KOSTER B,1,1,0.091,18,1,2013
STILLMAN AN,1,1,0.167,19,1,2018
STINSON LT,1,1,0.143,8,1,2017
STODOLA KW,1,1,0.167,7,1,2018
STOJANOVIC D,1,1,0.2,1,1,2019
STONER DC,1,1,0.25,5,1,2020
STORCH I,1,1,0.333,5,1,2021
STRAMPELLI P,1,1,0.5,3,1,2022
STRANGE JP,1,1,0.25,19,1,2020
STREET GM,1,1,0.167,2,1,2018
STRINDBERG S,1,1,0.25,1,1,2020
STRUEBIG MJ,1,1,0.333,4,1,2021
STUART IG,1,1,0.167,7,1,2018
STUBER EF,1,1,0.5,2,1,2022
STUDDS CE,1,1,0.2,5,1,2019
SUBEDI N,1,1,0.5,2,1,2022
SUHLING F,1,1,0.333,17,1,2021
SULLIVAN PJ,1,1,0.1,21,1,2014
SUM P,1,1,0.2,1,1,2019
SUMMERS S,1,1,0.111,3,1,2015
SUN P,1,1,0.5,1,1,2022
SUN YF,1,1,0.333,7,1,2021
SUNARTO S,1,1,0.143,68,1,2017
SUNDAR KSG,1,1,0.083,17,1,2012
SUTCLIFF R,1,1,0.5,3,1,2022
SUTTON N,1,1,0.053,304,1,2005
SWALLOW B,1,1,0.125,11,1,2016
SWANEPOEL LH,1,2,0.333,12,2,2021
SWARTHOUT SB,1,1,0.143,2,1,2017
SWARTWOUT MC,1,1,0.143,3,1,2017
SWARTZ LK,1,1,0.333,5,1,2021
SWILLING WR,1,1,0.111,10,1,2015
SWORD GA,1,1,0.111,36,1,2015
SZEWCZAK JM,1,1,0.111,28,1,2015
SZEWCZYK TM,1,1,0.2,16,1,2019
TABLADO Z,1,1,0.167,27,1,2018
TACK JD,1,1,0.143,8,1,2017
TAKI H,1,1,0.167,14,1,2018
TAKTEHRANI A,1,1,0.143,68,1,2017
TALAMO A,1,1,0.111,41,1,2015
TALLAMY DW,1,1,0.143,73,1,2017
TANDIN T,1,1,0.333,11,1,2021
TANNER JE,1,1,0.111,2,1,2015
TARBILL GL,1,1,0.125,35,1,2016
TAYLOR SS,1,1,0.25,9,1,2020
TEETS KD,1,1,0.2,4,1,2019
TEGELER AK,1,1,0.2,6,1,2019
TEIXEIRA D,1,1,0.5,1,1,2022
TEJEDA V,1,1,0.25,13,1,2020
TEMPEL DJ,1,1,0.091,48,1,2013
TENHUMBERG B,1,1,0.048,539,1,2003
TERANDO AJ,1,1,0.143,5,1,2017
TETSUYA T,1,1,0.25,10,1,2020
TETZLAFF SJ,1,1,0.167,27,1,2018
TEWES ME,1,1,0.25,16,1,2020
THAKUR M,1,1,0.5,1,1,2022
THAPA GJ,1,2,0.25,4,2,2020
THAPA MK,1,1,0.25,4,1,2020
THILL RE,1,1,0.1,17,1,2014
THOMAS RF,1,1,0.167,9,1,2018
THOMAS SM,1,1,0.083,13,1,2012
THOMPSON C,1,1,0.167,11,1,2018
THOMPSON JJ,1,1,0.143,12,1,2017
THOMSON JR,1,1,0.111,30,1,2015
THORNTON DH,1,1,0.167,19,1,2018
THORNTON DJ,1,1,0.25,9,1,2020
THORSEN NH,1,1,0.333,6,1,2021
TIAN SY,1,1,0.5,1,1,2022
TIBBITTS TL,1,1,0.167,4,1,2018
TOMAS WM,1,1,0.167,22,1,2018
TOMLINSON KW,1,1,0.25,6,1,2020
TOMS MP,1,1,0.125,11,1,2016
TORRES NM,1,1,0.083,64,1,2012
TORRES RT,1,1,0.5,1,1,2022
TORRES-FLOREZ JP,1,1,0.167,13,1,2018
TOZER DC,1,1,0.125,15,1,2016
TRAN DV,1,1,0.25,1,1,2020
TRAVAINI A,1,1,0.5,1,1,2022
TREE A,1,1,0.1,5,1,2014
TRINDADE JPP,1,1,0.167,9,1,2018
TROCKUR B,1,1,0.333,17,1,2021
TRONSTAD LM,1,1,0.25,19,1,2020
TRUAN ML,1,1,0.111,10,1,2015
TRUDEAU C,1,1,0.1,21,1,2014
TSHIMOLOGO B,1,1,0.5,3,1,2022
TSUBOTA T,1,1,0.5,2,1,2022
TUCKER JM,1,1,0.143,68,1,2017
TULLOCH AIT,1,1,0.125,18,1,2016
TYRRELL PD,1,1,0.5,1,1,2022
TZANOPOULOS J,1,1,0.2,26,1,2019
TZILKOWSKI CJ,1,1,0.077,80,1,2011
UDELL BJ,1,1,0.143,18,1,2017
UMBANHOWAR J,1,1,0.25,9,1,2020
UMUNTUNUNDI P,1,1,0.5,1,1,2022
URBINA Y,1,1,0.167,32,1,2018
URIBE CAM,1,1,0.111,50,1,2015
URSO A,1,1,0.167,53,1,2018
UTRERAS V,1,1,0.25,1,1,2020
UZARSKI DG,1,1,0.25,4,1,2020
VALANKO S,1,1,0.111,10,1,2015
VALDES S,1,1,0.25,13,1,2020
VALENZUELA L,1,1,0.2,11,1,2019
VALLES H,1,1,0.067,10,1,2009
VAN DEN TOP GG,1,1,0.2,48,1,2019
VAN DER MEIJ T,1,1,0.111,11,1,2015
VAN GRUNSVEN RHA,1,1,0.2,48,1,2019
VAN SCHALKWYK J,1,1,0.25,7,1,2020
VAN SWAAY CAM,1,1,0.091,236,1,2013
VAN TN,1,1,0.25,1,1,2020
VANAPPELGHEM C,1,1,0.2,48,1,2019
VANAU G,1,1,0.2,7,1,2019
VANDER YACHT AL,1,1,0.125,21,1,2016
VANEK JP,1,1,0.2,2,1,2019
VARGAS CF,1,1,0.091,11,1,2013
VARGAS-CASTILLO A,1,1,0.333,1,1,2021
VASUDEVAN K,1,1,0.111,1,1,2015
VEILLEUX MAN,1,1,0.167,9,1,2018
VELHO N,1,1,0.25,6,1,2020
VENTICINQUE EM,1,1,0.167,12,1,2018
VERAN S,1,1,0.111,36,1,2015
VERBYLA DL,1,1,0.077,3,1,2011
VERCAUTEREN T,1,1,0.077,10,1,2011
VERGARA PM,1,1,0.333,2,1,2021
VERON G,1,1,0.333,5,1,2021
VERSFELD WF,1,1,0.125,5,1,2016
VERSIANI NF,1,1,0.167,22,1,2018
VIDDI FA,1,1,0.167,13,1,2018
VIERLING KT,1,1,0.111,28,1,2015
VIERLING LA,1,1,0.111,28,1,2015
VILELLA FJ,1,1,0.167,8,1,2018
VILLAGRAN AM,1,1,0.333,1,1,2021
VILLAR N,1,1,0.25,10,1,2020
VINDSTAD OPL,1,1,0.111,5,1,2015
VISCARRA M,1,1,0.25,1,1,2020
VISHNUDAS CK,1,1,0.25,4,1,2020
VITEKERE K,1,1,0.25,7,1,2020
VOGELER JC,1,1,0.2,1,1,2019
VOLPE JP,1,1,0.1,11,1,2014
VU TT,1,1,0.25,1,1,2020
VUCETICH JA,1,1,0.25,15,1,2020
VYNNE C,1,1,0.25,9,1,2020
WALK JW,1,1,0.167,7,1,2018
WALKER RS,1,1,0.111,6,1,2015
WALLACE R,1,1,0.25,1,1,2020
WALLACE ZP,1,1,0.143,5,1,2017
WALLISDEVRIES MF,1,1,0.2,48,1,2019
WALSH SJ,1,1,0.167,3,1,2018
WANG DJ,1,1,0.167,20,1,2018
WANG F,1,2,0.167,21,2,2018
WANG J,1,1,0.25,7,1,2020
WANG JX,1,1,0.5,1,1,2022
WANG L,1,1,0.5,1,1,2022
WANG X,1,1,0.111,11,1,2015
WANG ZY,1,1,0.5,1,1,2022
WANGDI S,1,1,0.333,11,1,2021
WANN GT,1,1,0.2,12,1,2019
WARD MP,1,1,0.167,7,1,2018
WARD TM,1,1,0.111,2,1,2015
WASEEM M,1,1,0.25,4,1,2020
WASSENS S,1,1,0.167,9,1,2018
WAUTERS LA,1,1,0.333,3,2,2021
WEARN OR,1,1,0.143,55,1,2017
WEBB EB,1,2,0.333,4,2,2021
WEBB MH,1,1,0.2,1,1,2019
WEBBER AF,1,1,0.091,31,1,2013
WEDDERBURN SD,1,1,0.167,6,1,2018
WEISE FJ,1,1,0.5,3,1,2022
WELLS HBM,1,1,0.25,13,1,2020
WELLS K,1,1,0.083,5,1,2012
WELLS M,1,1,0.167,9,1,2018
WEN QZ,1,1,0.5,1,1,2022
WENG Y,1,1,0.5,1,1,2022
WESOLOWSKI T,1,1,0.5,1,1,2022
WESTON MA,1,1,0.5,1,1,2022
WESTPHAL J,1,1,0.111,13,1,2015
WHEAT BR,1,1,0.167,8,1,2018
WHEATLEY M,1,1,0.1,17,1,2014
WHEELER K,1,1,0.167,3,1,2018
WHITE D,1,1,0.1,17,1,2014
WHITE GC,1,1,0.083,57,1,2012
WHITEHEAD AL,1,1,0.1,26,1,2014
WHITESELL C,1,1,0.5,3,1,2022
WHITMAN M,1,1,0.125,26,1,2016
WHITTINGTON-JONES G,1,1,0.333,6,1,2021
WIDODO FA,1,1,0.143,68,1,2017
WIGLEY TB,1,1,0.1,17,1,2014
WIKLE CK,1,1,0.125,24,1,2016
WILEY DN,1,1,0.333,2,1,2021
WILKE AL,1,1,0.111,10,1,2015
WILLIAMS DM,1,1,0.333,3,2,2021
WILLIAMS KS,1,1,0.333,6,1,2021
WILLIAMS LA,1,1,0.25,3,1,2020
WILLIAMS PJ,1,1,0.143,24,1,2017
WILLIAMS R,1,1,0.167,13,1,2018
WILLIAMS SG,1,1,0.167,1,1,2018
WILLIAMS ST,1,1,0.333,6,1,2021
WILLIGALLA C,1,1,0.333,17,1,2021
WILSON HB,1,1,0.2,5,1,2019
WILSON S,1,1,0.5,1,1,2022
WILSON TL,1,1,0.167,4,1,2018
WINGARD G,1,1,0.143,7,1,2017
WINNE CT,1,1,0.091,22,1,2013
WINTERBACH C,1,1,0.5,3,1,2022
WINTERHOLLER M,1,1,0.2,48,1,2019
WIPFLI MS,1,2,0.125,26,2,2016
WOLSKA A,1,1,0.5,1,1,2022
WOMACK-BULLINER KM,1,1,0.167,1,1,2018
WOMBLE JN,1,1,0.143,24,1,2017
WONG WM,1,1,0.333,4,1,2021
WOOD CM,1,1,0.25,9,1,2020
WOOD EM,1,1,0.143,2,1,2017
WOOD PB,1,1,0.2,6,1,2019
WOODCOCK BA,1,1,0.125,269,1,2016
WOODFORD LP,1,1,0.2,14,1,2019
WOODGATE Z,1,1,0.333,1,1,2021
WRIGHT AD,1,2,0.333,6,2,2021
WRONSKI T,1,1,0.5,1,1,2022
WU CY,1,1,0.5,1,1,2022
WULTSCH C,1,1,0.143,68,1,2017
XIAO YQ,1,1,0.333,7,1,2021
XOFIS P,1,1,0.2,26,1,2019
XU CCY,1,1,0.5,1,1,2022
YABUHARA Y,1,1,0.111,25,1,2015
YACKULIC CB,1,2,0.125,34,2,2016
YAGUI H,1,1,0.25,13,1,2020
YAMANE Y,1,1,0.5,1,1,2022
YANG CY,1,1,0.5,1,1,2022
YANG ZX,1,1,0.5,1,1,2022
YIRKA LM,1,1,0.167,1,1,2018
YU DW,1,1,0.5,1,1,2022
ZACCAGNINI ME,1,1,0.111,26,1,2015
ZAMAN M,1,1,0.25,7,1,2020
ZAMBRANO AA,1,1,0.25,10,1,2020
ZAPATA-RIOS G,1,1,0.25,1,1,2020
ZAPPALLA A,1,1,0.143,5,1,2017
ZAW T,1,1,0.333,3,2,2021
ZEILINGER AR,1,1,0.143,13,1,2017
ZELLER KA,1,1,0.167,32,1,2018
ZHANG DD,1,1,0.333,7,1,2021
ZHANG ZJ,1,1,0.5,1,1,2022
ZHAO QQ,1,1,0.5,1,1,2022
ZHOU WJ,1,1,0.2,5,1,2019
ZHU MY,1,1,0.25,7,1,2020
ZIELINSKI WJ,1,1,0.111,13,1,2015
ZIMMERMAN CE,1,1,0.125,26,1,2016
ZIMMERMANN F,1,1,0.1,20,1,2014
ZMIHORSKI M,1,1,0.167,15,1,2018
ZOBELL VM,1,1,0.143,1,1,2017
ZOLLNER PA,1,1,0.143,8,1,2017
ZUANON J,1,1,0.167,18,1,2018
ZUCKERBERG B,1,2,0.077,88,2,2011
ZULIAN V,1,1,0.333,10,1,2021
ZUNIGA-VEGA JJ,1,1,0.2,5,1,2019
,,,,,1,
